date,campaign_id,country,publisher,os,size,banner name,LP(landing page),Views,Clicks,Spend,Downloads,Installs,Sales
3/9/2014,22300,Iran,5372,Win8,Small,BlueFlshOrangeBtn,LP,567,56,25.2,34,22,0
3/9/2014,24628,Iran,5059,Win7,Big,GrayGen,LP-GEN1,87521,912,273.6,373,122,1
3/9/2014,19902,Barbedos,3761,Win8,Small,BlueFlshOrangeBtn,LP,6359,119,44.3,52,23,0
3/9/2014,20247,Iran,5135,Win8,Small,Cleanblubtn,LP,18777,223,129.45,120,64,2
3/9/2014,21718,Iran,5043,XP,Small,BlueFlshOrangeBtn,LP,161,11,1.32,3,0,0
3/9/2014,19961,Iran,5862,Win7,Small,BlueFlshOrangeBtn,LP,111,3,0.51,,,
3/9/2014,19348,Iran,5157,Vista,Small,simple1red,LP,7,0,0,,,
3/9/2014,20861,Ivory Coast,3761,Win8,Small,Cleanblubtn,LP,1190,9,10.12,5,1,0
3/9/2014,21271,Ivory Coast,3761,Vista,Small,BlueFlshOrangeBtn,LP2OB,355,5,3.02,5,1,0
3/9/2014,24040,Iran,3761,Win7,Small,GrayGen,LP,50306,695,339.57,327,138,12
3/9/2014,22057,Iran,5059,Win8,Big,CleanOrngbtnCer,LP2OB,43667,392,121.52,201,84,2
3/9/2014,24118,Iran,4502,Win7,Big,CleanblubtnCer,LP,2962,24,12,7,4,0
3/9/2014,20174,Iran,6084,Win8,Small,BlueFlshOrangeBtn,LP,30,0,0,1,0,0
3/9/2014,20747,Uzbekistan,ALL,Win8,Big,simple,LP,310,19,4.75,10,9,0
3/9/2014,21263,Ivory Coast,3761,Win8,Small,Cleanblubtn,LP2GB,1317,23,12.17,6,2,0
3/9/2014,24917,Iran,4619,Win7,Small,BlueFlshOrangeBtn,LP,2540,251,50.2,61,25,1
3/9/2014,19510,Iran,5226,Win7,Small,BlueFlshOrangeBtn,LP,141,3,0.9,1,0,0
3/9/2014,24042,Iran,5135,Vista,Small,GrayGen,LP,7116,117,49.1,68,29,3
3/9/2014,22383,Iran,6406,Win7,Big,CleanOrngbtnCer,LP2GB,19,1,0.32,,,
3/9/2014,19359,Iran,4814,XP,Big,simple,LP,10,0,0,0,0,0
3/9/2014,21985,Iran,All,Win7,Big,CleanblubtnCer,LP,20639,173,34.6,60,26,0
3/9/2014,24678,Ivory Coast,3761,Win7,Small,AvailBlue,LP-GEN1,3966,55,33.71,19,9,0
3/9/2014,24676,Iran,5135,Win7,Small,AvailBlue,LP-GEN1,48176,602,332.41,280,121,8
3/9/2014,23071,Ivory Coast,6374,Win8,Big,simple,LP2GB,30,0,0,,,
3/9/2014,22865,Iran,3761,Win8,Small,BlueFlshBlueBtn,LP2OB,12759,266,86.12,100,38,1
3/9/2014,21865,Uzbekistan,All,XP,Big,Clean2GrnBtn,LP2GB,310,30,7.5,17,2,0
3/9/2014,19346,Iran,5157,Win7,Small,simple1red,LP,269,6,1.62,2,1,0
3/9/2014,19953,Iran,5583,Win8,Small,BlueFlshOrangeBtn,LP,315,35,9.8,10,5,0
3/9/2014,22415,Iran,6405,XP,Big,CleanOrngbtnCer,LP2GB,16,0,0,,,
3/9/2014,22425,Ivory Coast,6404,Win7,Big,CleanOrngbtnCer,LP2GB,95,0,0,,,
3/9/2014,20556,Uzbekistan,5156,XP,Big,Cleanblubtn,LP,75,0,0,,,
3/9/2014,20103,Barbedos,5061,Vista,Big,BlueFlshOrangeBtn,LP,4639,26,5.98,17,3,0
3/9/2014,19352,Barbedos,5330,Win7,Small,simple1red,LP,1055,9,2.25,4,1,0
3/9/2014,19940,Iran,3761,XP,Small,BlueFlshOrangeBtn,LP,5162,143,34.84,54,9,3
3/9/2014,22434,Ivory Coast,6406,Win8,Big,CleanOrngbtnCer,LP2GB,24,0,0,,,
3/9/2014,22574,Ivory Coast,3761,Win8,Small,CleanOrngbtnCer,LP2OB,1399,10,11.89,2,2,0
3/9/2014,21606,Iran,3761,Win7,Small,Cleanblubtn,LP2GB,57956,631,392.39,319,134,10
3/9/2014,21980,Iran,All,Vista,Small,CleanblubtnCer,LP,19,0,0,0,0,0
3/9/2014,24115,Iran,4502,Vista,Big,CleanblubtnCer,LP,904,6,3,5,0,0
3/9/2014,19964,Iran,5614,Vista,Small,BlueFlshOrangeBtn,LP,17,2,0.76,1,0,0
3/9/2014,22429,Ivory Coast,6405,Vista,Big,CleanOrngbtnCer,LP2GB,7,0,0,,,
3/9/2014,21987,Iran,All,XP,Big,CleanblubtnCer,LP,1568,16,3.2,5,2,0
3/9/2014,23062,Uzbekistan,6374,Win7,Big,simple,LP2GB,664,0,0,0,0,0
3/9/2014,24114,Iran,5013,Win8,Small,CleanOrngbtnCer,LP,1059,112,39.2,62,39,1
3/9/2014,19520,Barbedos,5226,XP,Small,BlueFlshOrangeBtn,LP,74,4,1.6,1,0,0
3/9/2014,21004,Barbedos,3761,Vista,Small,BlueFlshOrangeBtn,LP2GB,4226,105,29.58,54,18,1
3/9/2014,20753,Ivory Coast,ALL,Vista,Big,simple,LP,82,6,1.5,3,2,1
3/9/2014,19365,Barbedos,5061,XP,Big,simple,LP,3922,36,7.56,20,5,0
3/9/2014,21921,Iran,6374,Win7,Big,Clean2GrnBtn,LP2GB,14,3,0.75,,,
3/9/2014,19963,Iran,5876,Win7,Small,BlueFlshOrangeBtn,LP,48,1,0.3,,,
3/9/2014,24918,Iran,5003,Win7,Small,BlueFlshOrangeBtn,LP,6355,155,34.1,,,
3/9/2014,19970,Iran,5583,Vista,Small,BlueFlshOrangeBtn,LP,12,0,0,,,
3/9/2014,22992,Ivory Coast,3761,Vista,Small,BlueFlshOrangeBtn,LP,598,12,5.08,8,6,0
3/9/2014,23462,Iran,5135,XP,Small,Cleanblubtn,LP2OB,8038,138,55.46,82,23,1
3/9/2014,19518,Iran,5226,XP,Small,BlueFlshOrangeBtn,LP,38,2,0.6,,,
3/9/2014,19974,Iran,5807,Win7,Big,simple,LP,30,0,0,,,
3/9/2014,23091,Iran,4286,Vista,Small,BlueFlshOrangeBtn,LP2GB,257,38,10.26,19,5,0
3/9/2014,20944,Iran,5135,Vista,Small,BlueFlshOrangeBtn,LP2OB,7254,142,50.05,49,26,2
3/9/2014,20171,Iran,6085,XP,Small,BlueFlshOrangeBtn,LP,1,1,0.3,,,
3/9/2014,19503,Barbedos,3761,Vista,Small,BlueFlshOrangeBtn,LP,3926,109,27.48,42,21,0
3/9/2014,19506,Ivory Coast,5226,Vista,Small,BlueFlshOrangeBtn,LP,5,1,0.25,1,0,0
3/9/2014,20618,Iran,6198,Win7,Big,simple,LP,17,0,0,,,
3/9/2014,20173,Iran,6083,Win8,Small,BlueFlshOrangeBtn,LP,34,0,0,,,
3/9/2014,20617,Iran,6198,XP,Big,simple,LP,17,0,0,,,
3/9/2014,21984,Iran,All,Vista,Big,CleanblubtnCer,LP,1477,12,2.4,6,3,0
3/9/2014,22433,Ivory Coast,6406,Win7,Big,CleanOrngbtnCer,LP2GB,125,0,0,,,
3/9/2014,21866,Uzbekistan,All,Win8,Big,Clean2GrnBtn,LP2GB,323,12,3,8,2,0
3/9/2014,20745,Uzbekistan,ALL,Vista,Big,simple,LP,214,24,6,7,2,0
3/9/2014,19959,Iran,5043,Win7,Small,BlueFlshOrangeBtn,LP,724,56,22.4,14,4,0
3/9/2014,23479,Iran,5372,Win7,Small,Cleanblubtn,LP2OB,1640,296,112.48,151,76,3
3/9/2014,20168,Iran,6082,XP,Small,BlueFlshOrangeBtn,LP,7,0,0,,,
3/9/2014,22417,Iran,6405,Win7,Big,CleanOrngbtnCer,LP2GB,1634,78,24.96,,,
3/9/2014,20762,Barbedos,ALL,Win8,Big,simple,LP,709,91,22.75,57,32,0
3/9/2014,19943,Iran,5013,XP,Small,BlueFlshOrangeBtn,LP,379,47,16.45,30,8,1
3/9/2014,19949,Iran,5226,Win8,Small,BlueFlshOrangeBtn,LP,25,0,0,,,
3/9/2014,20100,Barbedos,5061,XP,Big,BlueFlshOrangeBtn,LP,3763,33,7.59,15,2,0
3/9/2014,21986,Iran,All,Win8,Big,CleanblubtnCer,LP,10921,93,18.6,19,8,0
3/9/2014,21595,Iran,3761,Win8,Small,BlueFlshOrangeBtn,LP2OB,14302,265,96.98,98,42,1
3/9/2014,19946,Iran,5876,XP,Small,BlueFlshOrangeBtn,LP,89,7,2.1,3,2,0
3/9/2014,23089,Iran,4286,Win7,Small,BlueFlshOrangeBtn,LP2GB,1689,170,68,82,16,1
3/9/2014,23472,Iran,3761,Win8,Small,Cleanblubtn,LP2OB,8623,90,59.45,49,25,0
3/9/2014,22984,Ivory Coast,3761,Win8,Small,BlueFlshOrangeBtn,LP,1498,28,12.73,13,0,0
3/9/2014,23109,Iran,5059,Vista,Big,CleanOrngbtnCer,LP2OB,11276,124,35.96,62,18,0
3/9/2014,19545,Iran,4470,XP,Small,BlueFlshOrangeBtn,LP,3092,60,12.14,19,4,0
3/9/2014,22987,Ivory Coast,3761,Win7,Small,BlueFlshOrangeBtn,LP,7687,113,66.34,50,23,0
3/9/2014,24039,Iran,3761,Win8,Small,GrayGen,LP,14647,221,98.87,108,49,0
3/9/2014,24043,Iran,5135,Win7,Small,GrayGen,LP,58734,761,405.26,354,160,5
3/9/2014,20091,Barbedos,4470,XP,Small,BlueFlshOrangeBtn,LP,995,28,5.04,10,0,0
3/10/2014,20558,Uzbekistan,5156,Win7,Big,Cleanblubtn,LP,417,5,1.26,4,0,0
3/10/2014,19501,Iran,5135,Vista,Small,BlueFlshOrangeBtn,LP,7740,155,53.33,70,29,2
3/10/2014,19347,Iran,5157,XP,Small,simple1red,LP,9,1,0.27,1,0,0
3/10/2014,21346,Iran,4470,Vista,Small,BlueFlshOrangeBtn,LP2OB,12181,309,95.94,125,47,1
3/10/2014,23068,Barbedos,6374,Vista,Big,simple,LP2GB,30,0,0,,,
3/10/2014,19359,Iran,4814,XP,Big,simple,LP,10,1,0.18,1,0,0
3/10/2014,21985,Iran,All,Win7,Big,CleanblubtnCer,LP,18460,142,28.4,44,19,0
3/10/2014,22300,Iran,5372,Win8,Small,BlueFlshOrangeBtn,LP,543,38,17.1,16,7,2
3/10/2014,23108,Iran,5059,Win7,Big,CleanOrngbtnCer,LP2OB,150508,1016,406.4,515,190,10
3/10/2014,20752,Barbedos,ALL,Vista,Big,simple,LP,616,35,8.75,14,5,0
3/10/2014,20754,Barbedos,ALL,XP,Big,simple,LP,386,37,9.25,15,6,0
3/10/2014,19505,Ivory Coast,3761,Vista,Small,BlueFlshOrangeBtn,LP,563,20,4.79,8,4,0
3/10/2014,20005,Iran,5135,Win7,Small,BlueFlshOrangeBtn,LP,36553,666,252.1,283,118,6
3/10/2014,23463,Iran,5135,XP,Small,BlueFlshOrangeBtn,LP,8748,217,60.36,68,19,1
3/10/2014,24679,Ivory Coast,3761,Win7,Small,AvailBlack,LP-GEN1,4785,59,40.67,34,19,1
3/10/2014,24043,Iran,5135,Win7,Small,GrayGen,LP,67201,794,464.43,387,176,10
3/10/2014,19951,Iran,5013,Win8,Small,BlueFlshOrangeBtn,LP,24,1,0.25,,,
3/10/2014,19975,Iran,5807,Vista,Big,simple,LP,9,0,0,,,
3/10/2014,22987,Ivory Coast,3761,Win7,Small,BlueFlshOrangeBtn,LP,8411,129,71.43,49,21,1
3/10/2014,19517,Iran,5135,XP,Small,BlueFlshOrangeBtn,LP,9792,247,67.51,109,19,2
3/10/2014,20091,Barbedos,4470,XP,Small,BlueFlshOrangeBtn,LP,2804,62,11.16,12,2,0
3/10/2014,21345,Iran,4470,Win7,Small,Clean2GrnBtn,LP2GB,55422,797,207.22,283,104,4
3/10/2014,22426,Ivory Coast,6404,Win8,Big,CleanOrngbtnCer,LP2GB,28,0,0,,,
3/10/2014,23090,Iran,4286,Win8,Small,BlueFlshOrangeBtn,LP2GB,612,55,15.29,25,13,0
3/10/2014,19544,Iran,4470,Vista,Small,BlueFlshOrangeBtn,LP,1746,40,7.68,13,2,0
3/10/2014,21606,Iran,3761,Win7,Small,Cleanblubtn,LP2GB,17541,149,118.12,110,45,3
3/10/2014,20557,Uzbekistan,5156,Vista,Big,Cleanblubtn,LP,78,1,0.08,,,
3/10/2014,21594,Iran,3761,Win8,Small,BlueFlshOrangeBtn,LP,14858,276,100.19,97,48,1
3/10/2014,19353,Barbedos,5330,XP,Small,simple1red,LP,27,0,0,,,
3/10/2014,22429,Ivory Coast,6405,Vista,Big,CleanOrngbtnCer,LP2GB,8,0,0,,,
3/10/2014,22425,Ivory Coast,6404,Win7,Big,CleanOrngbtnCer,LP2GB,99,0,0,,,
3/10/2014,24115,Iran,4502,Vista,Big,CleanblubtnCer,LP,1021,7,3.5,5,7,0
3/10/2014,22574,Ivory Coast,3761,Win8,Small,CleanOrngbtnCer,LP2OB,1208,9,10.27,6,4,1
3/10/2014,22434,Ivory Coast,6406,Win8,Big,CleanOrngbtnCer,LP2GB,24,0,0,,,
3/10/2014,19964,Iran,5614,Vista,Small,BlueFlshOrangeBtn,LP,8,5,1.9,1,0,0
3/10/2014,19346,Iran,5157,Win7,Small,simple1red,LP,197,7,1.89,1,0,0
3/10/2014,19352,Barbedos,5330,Win7,Small,simple1red,LP,885,3,0.75,1,1,0
3/10/2014,22865,Iran,3761,Win8,Small,BlueFlshBlueBtn,LP2OB,12271,266,82.83,110,44,2
3/10/2014,19948,Iran,3761,Win8,Small,BlueFlshOrangeBtn,LP,14269,258,96.26,97,37,2
3/10/2014,22415,Iran,6405,XP,Big,CleanOrngbtnCer,LP2GB,25,0,0,,,
3/10/2014,23107,Iran,5059,Win8,Big,CleanOrngbtnCer,LP2OB,44159,405,125.55,219,100,2
3/10/2014,17159,Iran,5330,Win7,Small,simple1red,LP,860,23,5.52,17,6,0
3/10/2014,19698,Iran,5061,Vista,Big,simple1red,LP,24,0,0,,,
3/10/2014,23089,Iran,4286,Win7,Small,BlueFlshOrangeBtn,LP2GB,2375,227,90.8,103,18,0
3/10/2014,20953,Iran,5061,Vista,Big,Clean2orngBtn,LP2OB,14,0,0,,,
3/10/2014,22047,Iran,3761,XP,Small,BlueFlshBlueBtn,LP2OB,11091,294,74.86,106,24,2
3/10/2014,21927,Iran,6374,Vista,Big,simple,LP2GB,23,1,0.25,1,0,0
3/10/2014,20644,Iran,4390,Win8,Big,Cleanblubtn,LP,29331,164,87.99,99,49,1
3/10/2014,22056,Iran,5059,Win7,Big,CleanOrngbtnCer,LP2OB,147753,974,370.12,481,167,9
3/10/2014,17184,Uzbekistan,,Vista,Small,simple1red,,1596,22,8.91,16,9,1
3/10/2014,24044,Iran,5135,Win8,Small,GrayGen,LP,14532,249,100.27,132,58,4
3/10/2014,20764,Barbedos,ALL,Win7,Big,simple,LP,2460,144,28.8,74,31,0
3/10/2014,21598,Iran,3761,Vista,Small,BlueFlshOrangeBtn,LP2OB,4161,72,29.57,27,11,0
3/10/2014,21347,Iran,4470,Vista,Small,Cleanblubtn,LP2OB,7453,97,26.59,40,15,1
3/10/2014,22871,Iran,5135,Win8,Small,Cleanblubtn,LP,20804,226,143.55,127,53,2
3/10/2014,22040,Iran,5135,Vista,Small,Cleanblubtn,LP2OB,6749,91,46.57,60,26,2
3/10/2014,19959,Iran,5043,Win7,Small,BlueFlshOrangeBtn,LP,897,73,29.2,22,6,0
3/10/2014,23962,Uzbekistan,3761,Vista,Small,BlueFlshOrangeBtn,LP,2,0,0.01,,,
3/10/2014,19954,Iran,5876,Win8,Small,BlueFlshOrangeBtn,LP,18,0,0,,,
3/10/2014,21987,Iran,All,XP,Big,CleanblubtnCer,LP,1327,14,2.8,3,0,0
3/10/2014,23115,Iran,5059,Win8,Big,Clean2orngBtn,LP2OB,51974,595,166.6,260,108,3
3/10/2014,20617,Iran,6198,XP,Big,simple,LP,34,0,0,,,
3/10/2014,22433,Ivory Coast,6406,Win7,Big,CleanOrngbtnCer,LP2GB,126,0,0,,,
3/10/2014,20173,Iran,6083,Win8,Small,BlueFlshOrangeBtn,LP,17,1,0.28,,,
3/10/2014,23067,Barbedos,6374,Win7,Big,simple,LP2GB,8,0,0,,,
3/10/2014,23349,Iran,5330,XP,Small,CleanOrngbtnCer,LP2GB,36,1,0.33,0,0,0
3/10/2014,19961,Iran,5862,Win7,Small,BlueFlshOrangeBtn,LP,111,2,0.34,1,1,0
3/10/2014,21982,Iran,All,Win8,Small,CleanblubtnCer,LP,86,0,0,,,
3/10/2014,23480,Iran,5372,Win8,Small,BlueFlshOrangeBtn,LP,409,28,11.2,10,3,0
3/10/2014,20618,Iran,6198,Win7,Big,simple,LP,22,0,0,,,
3/10/2014,22036,Iran,5135,Vista,Small,BlueFlshOrangeBtn,LP2GB,6950,117,49.13,42,15,0
3/10/2014,24628,Iran,5059,Win7,Big,GrayGen,LP-GEN1,26589,264,79.2,143,43,1
3/10/2014,19901,Barbedos,5330,Win8,Small,BlueFlshOrangeBtn,LP,179,0,0,,,
3/10/2014,20100,Barbedos,5061,XP,Big,BlueFlshOrangeBtn,LP,4893,36,8.28,14,3,1
3/10/2014,19360,Iran,4814,Vista,Big,simple,LP,97,2,1,2,1,0
3/10/2014,21986,Iran,All,Win8,Big,CleanblubtnCer,LP,8524,68,13.6,24,8,0
3/10/2014,19968,Iran,5013,Vista,Small,BlueFlshOrangeBtn,LP,249,13,6.5,6,4,0
3/10/2014,23064,Uzbekistan,6374,XP,Big,simple,LP2GB,50,0,0,,,
3/10/2014,21867,Uzbekistan,All,Win7,Big,Clean2GrnBtn,LP2GB,390,18,3.6,10,4,0
3/10/2014,23472,Iran,3761,Win8,Small,Cleanblubtn,LP2OB,7946,95,54.14,59,28,2
3/10/2014,24040,Iran,3761,Win7,Small,GrayGen,LP,61576,724,415.59,372,159,8
3/10/2014,19502,Iran,5226,Vista,Small,BlueFlshOrangeBtn,LP,23,0,0,0,0,0
3/10/2014,20861,Ivory Coast,3761,Win8,Small,Cleanblubtn,LP,1226,10,10.42,5,1,0
3/10/2014,20591,Iran,5226,Win7,Small,Cleanblubtn,LP,100,2,0.72,1,0,0
3/10/2014,21272,Ivory Coast,3761,Vista,Small,Cleanblubtn,LP2GB,392,7,3.33,4,2,0
3/10/2014,25225,Iran,5135,Vista,Small,noam,LP-GEN1,3101,38,21.4,20,8,0
3/10/2014,24677,Iran,5135,Win7,Small,AvailBlack,LP-GEN1,63339,694,436.41,359,154,6
3/10/2014,24664,Iran,3761,Win7,Small,GrayGen,LP-GEN1,84306,1078,568.88,485,194,7
3/10/2014,19966,Iran,5226,Vista,Small,BlueFlshOrangeBtn,LP,6,1,0.36,1,1,0
3/10/2014,21864,Uzbekistan,All,Vista,Big,Clean2GrnBtn,LP2GB,152,13,3.25,8,4,0
3/10/2014,22566,Iran,5061,Win7,Big,CleanOrngbtnCer,LP2GB,53,5,1.9,,,
3/10/2014,25288,Uzbekistan,3761,Win7,Small,noam,LP-GEN1,4182,49,18.4,15,9,1
3/10/2014,24630,Iran,5059,Vista,Big,GrayGen,LP-GEN1,14235,210,63,108,41,0
3/10/2014,19963,Iran,5876,Win7,Small,BlueFlshOrangeBtn,LP,38,2,0.6,0,0,0
3/10/2014,21866,Uzbekistan,All,Win8,Big,Clean2GrnBtn,LP2GB,253,11,2.75,8,3,0
3/10/2014,20103,Barbedos,5061,Vista,Big,BlueFlshOrangeBtn,LP,3261,27,6.21,12,2,0
3/10/2014,20252,Iran,3761,Vista,Small,Cleanblubtn,LP,5034,55,33.98,37,14,1
3/10/2014,22039,Iran,5135,Win8,Small,Cleanblubtn,LP2OB,12606,130,86.87,81,43,1
3/10/2014,21599,Iran,3761,Vista,Small,BlueFlshOrangeBtn,LP2GB,7955,168,53.7,65,18,0
3/10/2014,19974,Iran,5807,Win7,Big,simple,LP,8,0,0,,,
3/10/2014,19946,Iran,5876,XP,Small,BlueFlshOrangeBtn,LP,45,1,0.3,1,1,0
3/10/2014,19503,Barbedos,3761,Vista,Small,BlueFlshOrangeBtn,LP,4199,108,29.76,44,22,0
3/10/2014,20944,Iran,5135,Vista,Small,BlueFlshOrangeBtn,LP2OB,7033,125,48.53,51,27,2
3/10/2014,21983,Iran,All,XP,Small,CleanblubtnCer,LP,17,0,0,,,
3/10/2014,21597,Iran,3761,Vista,Small,BlueFlshOrangeBtn,LP,4206,84,28.39,36,9,1
3/10/2014,19509,Iran,5135,Win7,Small,BlueFlshOrangeBtn,LP,57930,1000,399.65,352,132,8
3/10/2014,20753,Ivory Coast,ALL,Vista,Big,simple,LP,85,6,1.5,3,2,0
3/10/2014,20748,Uzbekistan,ALL,Win7,Big,simple,LP,981,78,20.28,49,24,0
3/10/2014,23312,Ivory Coast,4470,Win7,Small,BlueFlshOrangeBtn,LP,4451,35,15.75,12,2,0
3/10/2014,19945,Iran,5583,XP,Small,BlueFlshOrangeBtn,LP,1,1,0.28,1,1,0
3/10/2014,17158,Iran,,Vista,Small,simple1red,,1255,115,29.9,44,15,0
3/10/2014,23350,Iran,5330,Vista,Small,CleanOrngbtnCer,LP2GB,18,0,0,,,
3/10/2014,24045,Iran,3761,Vista,Small,CleanOrngbtnCer,LP,5441,66,36.73,45,21,0
3/10/2014,22424,Ivory Coast,6404,Vista,Big,CleanOrngbtnCer,LP2GB,9,0,0,,,
3/10/2014,20110,Barbedos,5013,Win7,Small,BlueFlshOrangeBtn,LP,59,2,0.46,,,
3/10/2014,23427,Iran,5013,Win7,Small,CleanOrngbtnCer,LP2GB,3537,291,101.85,181,80,0
3/10/2014,23061,Iran,6374,Vista,Big,simple,LP2GB,15,0,0,,,
3/10/2014,25224,Iran,5135,Win8,Small,noam,LP-GEN1,13145,194,90.7,115,55,2
3/10/2014,22044,Iran,3761,XP,Small,CleanGrnbtnCer,LP2OB,6714,90,45.32,47,11,0
3/10/2014,23113,Iran,5059,Vista,Big,Clean2orngBtn,LP2OB,14883,214,62.06,89,28,2
3/10/2014,20174,Iran,6084,Win8,Small,BlueFlshOrangeBtn,LP,11,0,0,,,
3/10/2014,19354,Barbedos,5330,Vista,Small,simple1red,LP,30,0,0,,,
3/10/2014,19904,Iran,5135,Win8,Small,BlueFlshOrangeBtn,LP,24254,491,168.74,169,62,1
3/10/2014,22416,Iran,6405,Vista,Big,CleanOrngbtnCer,LP2GB,19,0,0,,,
3/10/2014,19947,Iran,5614,Win8,Small,BlueFlshOrangeBtn,LP,27,0,0,0,0,0
3/10/2014,21004,Barbedos,3761,Vista,Small,BlueFlshOrangeBtn,LP2GB,4721,118,33.05,40,18,1
3/10/2014,22990,Ivory Coast,3761,Vista,Small,BlueFlshOrangeBtn,LP,657,17,5.58,3,1,0
3/10/2014,20102,Barbedos,5061,Win7,Big,BlueFlshOrangeBtn,LP,18,0,0,,,
3/10/2014,20762,Barbedos,ALL,Win8,Big,simple,LP,1208,91,22.75,48,22,1
3/10/2014,22417,Iran,6405,Win7,Big,CleanOrngbtnCer,LP2GB,1293,59,18.88,,,
3/10/2014,20943,Iran,5135,Vista,Small,BlueFlshOrangeBtn,LP2OB,7429,138,51.26,71,26,1
3/10/2014,19345,Iran,5586,Vista,Small,simple1red,LP,9,0,0,,,
3/10/2014,22958,Iran,4286,Win7,Small,CleanOrngbtnCer,LP,5027,416,166.4,180,38,2
3/10/2014,21981,Iran,All,Win7,Small,CleanblubtnCer,LP,182,2,0.4,1,1,0
3/10/2014,24117,Iran,4502,Win8,Big,CleanblubtnCer,LP,860,6,3,3,1,0
3/10/2014,21262,Ivory Coast,3761,Win8,Small,BlueFlshOrangeBtn,LP2OB,2016,33,17.14,9,6,0
3/10/2014,19902,Barbedos,3761,Win8,Small,BlueFlshOrangeBtn,LP,5584,108,38.85,33,19,0
3/10/2014,20163,Iran,6085,Win7,Small,BlueFlshOrangeBtn,LP,42,2,0.56,,,
3/10/2014,22049,Iran,3761,Win8,Small,BlueFlshBlueBtn,LP2OB,10251,206,69.42,72,36,3
3/10/2014,21595,Iran,3761,Win8,Small,BlueFlshOrangeBtn,LP2OB,4631,82,32.16,48,18,4
3/10/2014,20763,Ivory Coast,ALL,Win8,Big,simple,LP,330,15,3.75,11,5,0
3/10/2014,20162,Iran,6084,Win7,Small,BlueFlshOrangeBtn,LP,74,2,0.56,,,
3/10/2014,22383,Iran,6406,Win7,Big,CleanOrngbtnCer,LP2GB,26,0,0,,,
3/10/2014,24678,Ivory Coast,3761,Win7,Small,AvailBlue,LP-GEN1,5054,52,42.96,25,11,1
3/10/2014,21608,Iran,3761,Win8,Small,Cleanblubtn,LP2OB,4514,53,32.01,35,19,0
3/10/2014,19512,Barbedos,5226,Win7,Small,BlueFlshOrangeBtn,LP,240,11,2.75,5,2,0
3/10/2014,19514,Ivory Coast,5226,Win7,Small,BlueFlshOrangeBtn,LP,86,4,1,2,0,0
3/10/2014,24931,Iran,5135,Win7,Small,noam,LP-GEN1,38518,385,265.77,244,102,8
3/10/2014,19504,Barbedos,5226,Vista,Small,BlueFlshOrangeBtn,LP,11,0,0,,,
3/10/2014,19971,Iran,5876,Vista,Small,BlueFlshOrangeBtn,LP,2,1,0.3,0,0,0
3/10/2014,17179,Uzbekistan,,XP,Small,simple1red,LP,26,5,1.8,2,1,0
3/10/2014,24048,Iran,5135,Win8,Small,CleanOrngbtnCer,LP,21467,219,148.12,128,62,0
3/10/2014,19941,Iran,5226,XP,Small,BlueFlshOrangeBtn,LP,45,5,1.8,3,1,0
3/10/2014,21194,Iran,5061,Win8,Big,Cleanblubtn,LP2OB,11,0,0,,,
3/10/2014,21926,Iran,6374,Win7,Big,simple,LP2GB,29,0,0,,,
3/10/2014,20951,Iran,5061,Vista,Big,Cleanblubtn,LP2GB,19,1,0.32,1,1,1
3/10/2014,20161,Iran,6083,Win7,Small,BlueFlshOrangeBtn,LP,86,5,1.4,1,0,0
3/10/2014,19955,Iran,5614,Win7,Small,BlueFlshOrangeBtn,LP,75,14,3.08,2,0,0
3/10/2014,22045,Iran,3761,Vista,Small,CleanGrnbtnCer,LP2OB,6135,72,41.41,42,20,1
3/10/2014,25228,Iran,3761,Vista,Small,noam,LP-GEN1,5078,65,34.28,37,18,1
3/10/2014,22054,Iran,5059,XP,Big,CleanOrngbtnCer,LP2OB,27048,276,69,145,36,2
3/10/2014,19343,Iran,5586,Win7,Small,simple1red,LP,236,7,2.45,3,2,0
3/10/2014,22298,Iran,5372,XP,Small,BlueFlshOrangeBtn,LP,207,27,9.45,11,3,0
3/10/2014,21273,Ivory Coast,3761,Vista,Small,simple,LP2GB,660,5,5.61,6,0,0
3/10/2014,20164,Iran,6082,Vista,Small,BlueFlshOrangeBtn,LP,2,1,0.24,,,
3/10/2014,21984,Iran,All,Vista,Big,CleanblubtnCer,LP,1056,23,4.6,11,6,0
3/10/2014,19545,Iran,4470,XP,Small,BlueFlshOrangeBtn,LP,3532,69,11.97,28,5,0
3/10/2014,21609,Iran,3761,Win8,Small,Cleanblubtn,LP2GB,7031,80,47.46,49,29,1
3/10/2014,20747,Uzbekistan,ALL,Win8,Big,simple,LP,222,17,4.25,7,1,0
3/10/2014,24039,Iran,3761,Win8,Small,GrayGen,LP,14089,204,95.1,100,54,4
3/10/2014,19510,Iran,5226,Win7,Small,BlueFlshOrangeBtn,LP,159,5,1.5,0,0,0
3/10/2014,21263,Ivory Coast,3761,Win8,Small,Cleanblubtn,LP2GB,2067,16,17.51,7,4,0
3/10/2014,22984,Ivory Coast,3761,Win8,Small,BlueFlshOrangeBtn,LP,2396,41,20.37,17,7,0
3/10/2014,20092,Barbedos,4470,Win8,Small,BlueFlshOrangeBtn,LP,5266,62,9.92,24,9,0
3/10/2014,23109,Iran,5059,Vista,Big,CleanOrngbtnCer,LP2OB,10952,120,34.8,67,22,1
3/10/2014,22985,Ivory Coast,3761,Win8,Small,BlueFlshOrangeBtn,LP,1961,26,16.67,10,3,1
